particular;1_1.in;76.62
particular;1_10.in;72.3
particular;1_2.in;68.56
particular;1_3.in;70.96
particular;1_4.in;79.66
particular;1_5.in;75.04
particular;1_6.in;72.18
particular;1_7.in;78.46
particular;1_8.in;74.72
particular;1_9.in;76.74
particular;3_1.in;66.28
particular;3_10.in;65.6
particular;3_2.in;64.34
particular;3_3.in;66.46
particular;3_4.in;65.82
particular;3_5.in;66.54
particular;3_6.in;65.4
particular;3_7.in;65.98
particular;3_8.in;65.4
particular;3_9.in;65.16
particular;4_1.in;68.86
particular;4_10.in;68.24
particular;4_2.in;71.42
particular;4_3.in;69.08
particular;4_4.in;69.74
particular;4_5.in;70.82
particular;4_6.in;70.14
particular;4_7.in;69.02
particular;4_8.in;72.26
particular;4_9.in;68.44
